text,selected_text,21-30,31-45,46-60,60-70,70-100,morning,noon,night
5.659100980410047e-05,8.671159246419557e-05,0,1,0,0,0,0,0,1
0.00011989515936569366,6.382028208564682e-05,0,0,1,0,0,1,0,0
8.297914512312532e-05,0.0001264892619525697,0,0,0,1,0,0,1,0
8.20077494392613e-05,6.382028208564682e-05,0,0,0,0,1,0,0,1
0.00013183071083488717,8.994331183101674e-05,0,0,0,0,0,1,0,0
0.00011620094371165665,0.00017702026573455113,1,0,0,0,0,0,1,0
0.00013895813891282968,0.00021382525997832753,0,1,0,0,0,0,0,1
0.00014310012912939872,0.00022005001896974405,0,0,1,0,0,1,0,0
0.00010412279748934191,8.52247478705831e-05,0,0,0,1,0,0,1,0
0.0001498656796789021,6.382028208564682e-05,0,0,0,0,1,0,0,1
8.900581590644094e-05,6.382028208564682e-05,0,0,0,0,0,1,0,0
9.85252741639025e-05,0.00015177574652867177,1,0,0,0,0,0,1,0
7.178457739249585e-05,0.00010951039827712291,0,1,0,0,0,0,0,1
0.00012208800885472616,6.382028208564682e-05,0,0,1,0,0,1,0,0
9.998965725011712e-05,0.00015305879644757664,0,0,0,1,0,0,1,0
8.172422913235829e-05,0.0001244169225579606,0,0,0,0,1,0,0,1
0.00012927000336075497,6.382028208564682e-05,0,0,0,0,0,1,0,0
8.295625569106871e-05,6.382028208564682e-05,1,0,0,0,0,0,1,0
0.00013480645689502803,0.0002072560819379931,0,1,0,0,0,0,0,1
9.118287281346061e-05,6.382028208564682e-05,0,0,1,0,0,1,0,0
8.152063962888574e-05,6.382028208564682e-05,0,0,0,1,0,0,1,0
7.231981075770801e-05,0.00011028465915102951,0,0,0,0,1,0,0,1
0.00015446469577730983,6.382028208564682e-05,0,0,0,0,0,1,0,0
0.00010450619923172989,6.382028208564682e-05,1,0,0,0,0,0,1,0
0.0001407036665386769,6.382028208564682e-05,0,1,0,0,0,0,0,1
0.00010194677665912828,0.0001589415667145321,0,0,1,0,0,1,0,0
9.034795560961684e-05,0.00013841840000444337,0,0,0,1,0,0,1,0
0.00013062921383226437,6.382028208564682e-05,0,0,0,0,1,0,0,1
0.00010958074297182914,6.382028208564682e-05,0,0,0,0,0,1,0,0
7.727617529403529e-05,0.00010532705400102356,1,0,0,0,0,0,1,0
0.00010573164773552366,0.00014075545996499798,0,1,0,0,0,0,0,1
4.189534542712305e-05,6.382028208564682e-05,0,0,1,0,0,1,0,0
0.00011918934136082474,6.382028208564682e-05,0,0,0,1,0,0,1,0
0.00011479522544197677,0.0001761760341474325,0,0,0,0,1,0,0,1
0.00013357381169874408,6.382028208564682e-05,0,0,0,0,0,1,0,0
9.88350794424579e-05,8.560206775101468e-05,1,0,0,0,0,0,1,0
0.00011673003395264609,6.382028208564682e-05,0,1,0,0,0,0,0,1
5.924506557895179e-05,9.024613324572313e-05,0,0,1,0,0,1,0,0
0.00010100008412569198,6.382028208564682e-05,0,0,0,1,0,0,1,0
0.00014502939090346256,0.00022255941921922769,0,0,0,0,1,0,0,1
7.187548273442532e-05,0.0001094721257209691,0,0,0,0,0,1,0,0
0.00014654993859996676,0.00022470697095361357,1,0,0,0,0,0,1,0
0.0001359943170529924,8.955681166670338e-05,0,1,0,0,0,0,0,1
0.00011955816116708038,6.382028208564682e-05,0,0,1,0,0,1,0,0
4.189534542712305e-05,6.382028208564682e-05,0,0,0,1,0,0,1,0
5.923465046447179e-05,6.382028208564682e-05,0,0,0,0,1,0,0,1
9.618970659224019e-05,0.00014891449109575075,0,0,0,0,0,1,0,0
4.189534542712305e-05,6.382028208564682e-05,1,0,0,0,0,0,1,0
5.8465667834391165e-05,8.951927303772922e-05,0,1,0,0,0,0,0,1
0.00010106299293491139,6.382028208564682e-05,0,0,1,0,0,1,0,0
0.0001465827635115664,6.382028208564682e-05,0,0,0,1,0,0,1,0
9.203413056939643e-05,6.382028208564682e-05,0,0,0,0,1,0,0,1
0.00010756852974496642,6.382028208564682e-05,0,0,0,0,0,1,0,0
4.189534542712305e-05,6.382028208564682e-05,1,0,0,0,0,0,1,0
0.00013786381848950553,6.382028208564682e-05,0,1,0,0,0,0,0,1
0.0001565480877491873,6.382028208564682e-05,0,0,1,0,0,1,0,0
9.648493208427849e-05,0.0001491826136194599,0,0,0,1,0,0,1,0
0.00010614839634290176,0.00016302403574384804,0,0,0,0,1,0,0,1
7.913048442264121e-05,0.000122482373275101,0,0,0,0,0,1,0,0
8.321539804765675e-05,0.00010914415768061746,1,0,0,0,0,0,1,0
0.00014785150842343666,0.00022781465839673745,0,1,0,0,0,0,0,1
9.753883991595036e-05,6.382028208564682e-05,0,0,1,0,0,1,0,0
0.00011962401676616976,6.382028208564682e-05,0,0,0,1,0,0,1,0
0.00010115787995312781,8.989075145728841e-05,0,0,0,0,1,0,0,1
5.686245108404428e-05,8.609308417356325e-05,0,0,0,0,0,1,0,0
0.0001155630338158184,0.00017617885937879906,1,0,0,0,0,0,1,0
0.0001068310179065565,0.00016416184727037123,0,1,0,0,0,0,0,1
0.00010005468461684496,0.00015314780565419875,0,0,1,0,0,1,0,0
7.254289002249128e-05,6.382028208564682e-05,0,0,0,1,0,0,1,0
9.249868741822324e-05,6.382028208564682e-05,0,0,0,0,1,0,0,1
0.00014964565963012082,0.00023086542954541724,0,0,0,0,0,1,0,0
0.0001330813692358394,0.00010649759834660473,1,0,0,0,0,0,1,0
7.179702703413454e-05,6.382028208564682e-05,0,1,0,0,0,0,0,1
0.00010760509343848648,6.382028208564682e-05,0,0,1,0,0,1,0,0
9.586279452099758e-05,9.018067863501086e-05,0,0,0,1,0,0,1,0
5.561110068861982e-05,8.613264069252277e-05,0,0,0,0,1,0,0,1
4.189534542712305e-05,6.382028208564682e-05,0,0,0,0,0,1,0,0
0.00013208293635045111,0.00020198321461413084,1,0,0,0,0,0,1,0
9.202906710855898e-05,0.00014070429767750148,0,1,0,0,0,0,0,1
0.00011525083427509319,0.00016459284545726913,0,0,1,0,0,1,0,0
8.328449104414282e-05,9.025179756735907e-05,0,0,0,1,0,0,1,0
8.242531006198399e-05,0.00012596978444192792,0,0,0,0,1,0,0,1
6.978699138191886e-05,0.00010688744277395744,0,0,0,0,0,1,0,0
0.0001413980603443467,6.382028208564682e-05,1,0,0,0,0,0,1,0
5.820377397857863e-05,8.906229022522705e-05,0,1,0,0,0,0,0,1
0.00012075677919325554,6.382028208564682e-05,0,0,1,0,0,1,0,0
0.00011887028236379262,0.00010923326306493492,0,0,0,1,0,0,1,0
0.00013377092329218765,0.0002057100794244019,0,0,0,0,1,0,0,1
8.724877657872589e-05,6.382028208564682e-05,0,0,0,0,0,1,0,0
0.00011423954301762169,6.382028208564682e-05,1,0,0,0,0,0,1,0
5.881442022353822e-05,8.920855270820982e-05,0,1,0,0,0,0,0,1
7.252442433672755e-05,0.00011042150055707527,0,0,1,0,0,1,0,0
0.00014084138469034208,6.382028208564682e-05,0,0,0,1,0,0,1,0
0.0001310405498740406,0.0001995597112624878,0,0,0,0,1,0,0,1
0.00010589752212809914,0.00016313545061818094,0,0,0,0,0,1,0,0
9.087300943988221e-05,0.00010829800758704059,1,0,0,0,0,0,1,0
0.00010377263263709848,6.382028208564682e-05,0,1,0,0,0,0,0,1
8.05497244858684e-05,0.0001236031515050347,0,0,1,0,0,1,0,0
8.995586511979594e-05,6.382028208564682e-05,0,0,0,1,0,0,1,0
0.00011322049351886669,0.0001737566534778869,0,0,0,0,1,0,0,1
8.281666795779242e-05,0.00012653804333681706,0,0,0,0,0,1,0,0
0.00010642346189103897,8.91340690645158e-05,1,0,0,0,0,0,1,0
0.00013431611239906783,0.00013779402457139516,0,1,0,0,0,0,0,1
9.340923261174767e-05,6.382028208564682e-05,0,0,1,0,0,1,0,0
0.00010307891280916492,0.0001595253525467126,0,0,0,1,0,0,1,0
4.189534542712305e-05,6.382028208564682e-05,0,0,0,0,1,0,0,1
5.717490384926384e-05,6.382028208564682e-05,0,0,0,0,0,1,0,0
0.0001402684688284429,6.382028208564682e-05,1,0,0,0,0,0,1,0
0.0001055120367226765,0.00016266787400345717,0,1,0,0,0,0,0,1
0.00010894040374925083,6.382028208564682e-05,0,0,1,0,0,1,0,0
5.882532038515256e-05,8.905993025840576e-05,0,0,0,1,0,0,1,0
0.00014640410437665878,9.02555084799984e-05,0,0,0,0,1,0,0,1
0.0001224345506434095,0.00018779201490272046,0,0,0,0,0,1,0,0
7.003395293069572e-05,0.00010746739341813599,1,0,0,0,0,0,1,0
9.215001074803399e-05,8.973639220952347e-05,0,1,0,0,0,0,0,1
4.189534542712305e-05,6.382028208564682e-05,0,0,1,0,0,1,0,0
0.00010754628031224267,6.382028208564682e-05,0,0,0,1,0,0,1,0
8.595676580426337e-05,6.382028208564682e-05,0,0,0,0,1,0,0,1
0.00012378299733455851,0.00016016109954619957,0,0,0,0,0,1,0,0
0.00010564754978210648,0.00015097989000899527,1,0,0,0,0,0,1,0
0.00010000542224761032,8.944440242158394e-05,0,1,0,0,0,0,0,1
0.00011894890549214735,6.382028208564682e-05,0,0,1,0,0,1,0,0
7.180546078143721e-05,0.000109369223143574,0,0,0,1,0,0,1,0
5.917837182951512e-05,9.017218466615174e-05,0,0,0,0,1,0,0,1
0.0001079064465942414,0.00016495966767836627,0,0,0,0,0,1,0,0
8.166043011704723e-05,6.382028208564682e-05,1,0,0,0,0,0,1,0
8.290559019247803e-05,6.382028208564682e-05,0,1,0,0,0,0,0,1
9.138777596922927e-05,0.00013957491381532322,0,0,1,0,0,1,0,0
0.00011369280712306751,8.948495606321265e-05,0,0,0,1,0,0,1,0
7.037802450317343e-05,0.00010704510426435957,0,0,0,0,1,0,0,1
9.810511329476476e-05,6.382028208564682e-05,0,0,0,0,0,1,0,0
6.830748625814671e-05,0.0001053181640365196,1,0,0,0,0,0,1,0
0.0001314991434392107,6.382028208564682e-05,0,1,0,0,0,0,0,1
0.00010757857183061075,6.382028208564682e-05,0,0,1,0,0,1,0,0
0.00011281986652972802,0.00017390035683992797,0,0,0,1,0,0,1,0
8.985588564524556e-05,0.0001396043982601806,0,0,0,0,1,0,0,1
0.00010599661906690677,0.00016309411055278106,0,0,0,0,0,1,0,0
7.870610094082016e-05,8.618410516083479e-05,1,0,0,0,0,0,1,0
5.9120606343476936e-05,9.013324062576168e-05,0,1,0,0,0,0,0,1
0.00012124385012352155,0.0001850154130241944,0,0,1,0,0,1,0,0
8.016741175546109e-05,0.00010947608476168046,0,0,0,1,0,0,1,0
5.8125096350298254e-05,8.881200208288499e-05,0,0,0,0,1,0,0,1
0.00011337336699521957,0.00017257007620042345,0,0,0,0,0,1,0,0
0.00010209341384366612,8.86465796956369e-05,1,0,0,0,0,0,1,0
4.189534542712305e-05,6.382028208564682e-05,0,1,0,0,0,0,0,1
0.00013177961345206074,8.671702706076252e-05,0,0,1,0,0,1,0,0
0.00011729868100368446,0.0001559149337593737,0,0,0,1,0,0,1,0
7.809416281061784e-05,6.382028208564682e-05,0,0,0,0,1,0,0,1
0.00016449459233767368,0.00012555467667181922,0,0,0,0,0,1,0,0
0.00012713418850279274,9.024944945663406e-05,1,0,0,0,0,0,1,0
0.00010892315578714217,0.00016675033706705926,0,1,0,0,0,0,0,1
0.0001216429132011003,0.0001077481273780433,0,0,1,0,0,1,0,0
0.0001342717107117686,6.382028208564682e-05,0,0,0,1,0,0,1,0
5.846757131846757e-05,8.925130883226121e-05,0,0,0,0,1,0,0,1
0.00012134448522236956,0.0001864450839554235,0,0,0,0,0,1,0,0
9.960995318463161e-05,0.0001529800063893788,1,0,0,0,0,0,1,0
0.00011729091407327485,6.382028208564682e-05,0,1,0,0,0,0,0,1
7.826944381385099e-05,0.00012019435493983422,0,0,1,0,0,1,0,0
4.189534542712305e-05,6.382028208564682e-05,0,0,0,1,0,0,1,0
9.686249731707998e-05,6.382028208564682e-05,0,0,0,0,1,0,0,1
7.005881200952432e-05,6.382028208564682e-05,0,0,0,0,0,1,0,0
0.00014141203738357434,0.000216761555152448,1,0,0,0,0,0,1,0
9.26788170263265e-05,0.00014168086736206898,0,1,0,0,0,0,0,1
7.166796771910952e-05,0.00010952671643365067,0,0,1,0,0,1,0,0
7.832804686873865e-05,0.0001221081498874785,0,0,0,1,0,0,1,0
7.11130864025629e-05,6.382028208564682e-05,0,0,0,0,1,0,0,1
0.00015905517080858653,0.0002420460527018676,0,0,0,0,0,1,0,0
6.970953586473275e-05,9.022737710801879e-05,1,0,0,0,0,0,1,0
9.299194165700082e-05,6.382028208564682e-05,0,1,0,0,0,0,0,1
7.237200039421066e-05,0.00011044106505846612,0,0,1,0,0,1,0,0
7.169758616841062e-05,0.00010946011520953511,0,0,0,1,0,0,1,0
8.925598544058781e-05,0.00015305381054599805,0,0,0,0,1,0,0,1
0.00014649610760617343,6.382028208564682e-05,0,0,0,0,0,1,0,0
0.00012624510716950348,0.0001952307868319962,1,0,0,0,0,0,1,0
0.00015048739021979662,8.975549238956298e-05,0,1,0,0,0,0,0,1
9.88551361052919e-05,0.00015208622766563223,0,0,1,0,0,1,0,0
5.769994154758683e-05,8.816686157567414e-05,0,0,0,1,0,0,1,0
0.0001327700251815659,6.382028208564682e-05,0,0,0,0,1,0,0,1
0.00015509863413726044,0.00023331419381490473,0,0,0,0,0,1,0,0
0.00011151677014873539,0.00017215239007809552,1,0,0,0,0,0,1,0
0.00013922516192084024,6.382028208564682e-05,0,1,0,0,0,0,0,1
0.00013032231572858248,8.741957686301266e-05,0,0,1,0,0,1,0,0
7.236106671545354e-05,0.00011025701659378862,0,0,0,1,0,0,1,0
0.0001370955027221818,0.00020937972819471347,0,0,0,0,1,0,0,1
0.00012492657389697094,0.0001906054375302379,0,0,0,0,0,1,0,0
9.874838804801212e-05,9.005482022328671e-05,1,0,0,0,0,0,1,0
5.910290794581586e-05,6.382028208564682e-05,0,1,0,0,0,0,0,1
0.0001167673572972203,9.013597130085946e-05,0,0,1,0,0,1,0,0
0.00013946296440452662,0.00021478110862878532,0,0,0,1,0,0,1,0
5.880208285553369e-05,8.978805627407865e-05,0,0,0,0,1,0,0,1
9.92713670696238e-05,0.00015274541473489785,0,0,0,0,0,1,0,0
4.189534542712305e-05,6.382028208564682e-05,1,0,0,0,0,0,1,0
9.936403860952678e-05,0.00015185961425298036,0,1,0,0,0,0,0,1
0.0001638144844931093,6.382028208564682e-05,0,0,1,0,0,1,0,0
0.00011503289675636969,9.018539594378562e-05,0,0,0,1,0,0,1,0
0.00013340548033293428,6.382028208564682e-05,0,0,0,0,1,0,0,1
7.204299213607626e-05,6.382028208564682e-05,0,0,0,0,0,1,0,0
0.00013014433285517664,6.382028208564682e-05,1,0,0,0,0,0,1,0
4.189534542712305e-05,6.382028208564682e-05,0,1,0,0,0,0,0,1
5.8429053175980884e-05,8.932055317970536e-05,0,0,1,0,0,1,0,0
0.00011462400951789414,6.382028208564682e-05,0,0,0,1,0,0,1,0
5.889507868849082e-05,6.382028208564682e-05,0,0,0,0,1,0,0,1
0.00016777958751616157,6.382028208564682e-05,0,0,0,0,0,1,0,0
0.00011721928028977916,0.0001783279909907491,1,0,0,0,0,0,1,0
5.906704811248358e-05,6.382028208564682e-05,0,1,0,0,0,0,0,1
0.0001353599974595037,8.957209236364039e-05,0,0,1,0,0,1,0,0
0.00013379940874896955,6.382028208564682e-05,0,0,0,1,0,0,1,0
6.997628886715904e-05,0.00010723180398821313,0,0,0,0,1,0,0,1
0.00013907897667945132,0.00021205343677503224,0,0,0,0,0,1,0,0
9.583053035072109e-05,9.024817534601414e-05,1,0,0,0,0,0,1,0
0.00010371704968620609,6.382028208564682e-05,0,1,0,0,0,0,0,1
9.983595460638845e-05,0.0001533273451299436,0,0,1,0,0,1,0,0
0.00013610565231855122,6.382028208564682e-05,0,0,0,1,0,0,1,0
0.00012315424708265666,0.0001890985358527489,0,0,0,0,1,0,0,1
5.9225635434933746e-05,9.023775034767014e-05,0,0,0,0,0,1,0,0
9.920281175611602e-05,9.024268615505829e-05,1,0,0,0,0,0,1,0
7.245195389900793e-05,6.382028208564682e-05,0,1,0,0,0,0,0,1
7.753265236794532e-05,8.525138169939915e-05,0,0,1,0,0,1,0,0
0.00011372779102837682,0.00017361334645013755,0,0,0,1,0,0,1,0
9.871535726065527e-05,0.00015042046991064166,0,0,0,0,1,0,0,1
8.984913151261892e-05,0.00013873196568920025,0,0,0,0,0,1,0,0
9.025616081018201e-05,0.00013800101287908404,1,0,0,0,0,0,1,0
4.189534542712305e-05,6.382028208564682e-05,0,1,0,0,0,0,0,1
0.0001414297120949342,0.00021526260653214805,0,0,1,0,0,1,0,0
7.23306365763803e-05,6.382028208564682e-05,0,0,0,1,0,0,1,0
9.033195796816854e-05,6.382028208564682e-05,0,0,0,0,1,0,0,1
7.078789681635368e-05,6.382028208564682e-05,0,0,0,0,0,1,0,0
0.00012001656515857324,0.000184497634025155,1,0,0,0,0,0,1,0
9.619044403526919e-05,0.00014921475119221975,0,1,0,0,0,0,0,1
8.185269898979155e-05,6.382028208564682e-05,0,0,1,0,0,1,0,0
0.00013369372849827052,6.382028208564682e-05,0,0,0,1,0,0,1,0
5.9036776364598005e-05,8.997701342318767e-05,0,0,0,0,1,0,0,1
9.098610544234016e-05,6.382028208564682e-05,0,0,0,0,0,1,0,0
0.00010523265059113478,6.382028208564682e-05,1,0,0,0,0,0,1,0
0.0,0.0,0,1,0,0,0,0,0,1
0.00015040594486850228,0.00023129824486809749,0,0,1,0,0,1,0,0
0.00013441053067980298,0.00020625834128004718,0,0,0,1,0,0,1,0
0.00012111696825773568,0.00011013267980801361,0,0,0,0,1,0,0,1
7.715643201098575e-05,6.382028208564682e-05,0,0,0,0,0,1,0,0
8.740602668923156e-05,0.00013253414303774735,1,0,0,0,0,0,1,0
0.00010612519824384646,6.382028208564682e-05,0,1,0,0,0,0,0,1
8.576222501659212e-05,0.00011029065394206057,0,0,1,0,0,1,0,0
0.00013917772780538192,0.00021382307948790218,0,0,0,1,0,0,1,0
0.00011621844499468721,6.382028208564682e-05,0,0,0,0,1,0,0,1
0.000142042860982154,0.00021753014601182203,0,0,0,0,0,1,0,0
0.00011959525972768354,0.00018366932609242432,1,0,0,0,0,0,1,0
0.00014556840561603067,6.382028208564682e-05,0,1,0,0,0,0,0,1
0.00012077090742614731,6.382028208564682e-05,0,0,1,0,0,1,0,0
0.0,0.0,0,0,0,1,0,0,1,0
4.189534542712305e-05,6.382028208564682e-05,0,0,0,0,1,0,0,1
7.902483447773979e-05,0.00011955884032674108,0,0,0,0,0,1,0,0
4.189534542712305e-05,6.382028208564682e-05,1,0,0,0,0,0,1,0
8.183852740305681e-05,8.961920230042358e-05,0,1,0,0,0,0,0,1
0.00014728147532534313,0.0002278790134842799,0,0,1,0,0,1,0,0
7.074728774967818e-05,0.00010715722821559366,0,0,0,1,0,0,1,0
0.0001266065685049094,9.023519326664281e-05,0,0,0,0,1,0,0,1
9.32437706125137e-05,0.00014197047055416705,0,0,0,0,0,1,0,0
0.00010708503706612901,6.382028208564682e-05,1,0,0,0,0,0,1,0
0.0001534973212075259,6.382028208564682e-05,0,1,0,0,0,0,0,1
0.00011801107265051061,6.382028208564682e-05,0,0,1,0,0,1,0,0
0.00010149237104105932,6.382028208564682e-05,0,0,0,1,0,0,1,0
0.0001512126680652428,0.00023335758447360884,0,0,0,0,1,0,0,1
0.0001251206671055533,6.382028208564682e-05,0,0,0,0,0,1,0,0
8.091975189885354e-05,0.00012429627956872923,1,0,0,0,0,0,1,0
7.146980451761933e-05,0.00010948596671340129,0,1,0,0,0,0,0,1
8.025423058503691e-05,0.00012249664275473639,0,0,1,0,0,1,0,0
0.00012014342672081745,6.382028208564682e-05,0,0,0,1,0,0,1,0
4.189534542712305e-05,6.382028208564682e-05,0,0,0,0,1,0,0,1
8.223630730373944e-05,0.00010874244489750277,0,0,0,0,0,1,0,0
0.00012390828407416411,6.382028208564682e-05,1,0,0,0,0,0,1,0
6.859981220627935e-05,6.382028208564682e-05,0,1,0,0,0,0,0,1
7.041243304845834e-05,6.382028208564682e-05,0,0,1,0,0,1,0,0
8.094911722716245e-05,0.0001249410731569834,0,0,0,1,0,0,1,0
9.85059229920126e-05,6.382028208564682e-05,0,0,0,0,1,0,0,1
0.00011210214937287894,6.382028208564682e-05,0,0,0,0,0,1,0,0
0.00014892466326263084,0.0001093529118461285,1,0,0,0,0,0,1,0
0.00010602784513210225,8.804676415835094e-05,0,1,0,0,0,0,0,1
7.204571404386996e-05,0.00010993976540054731,0,0,1,0,0,1,0,0
7.229381724770029e-05,9.025454843145373e-05,0,0,0,1,0,0,1,0
0.0001421502584645636,6.382028208564682e-05,0,0,0,0,1,0,0,1
8.361799752881585e-05,0.00012737338420970638,0,0,0,0,0,1,0,0
9.879258925117072e-05,0.00015135781701978009,1,0,0,0,0,0,1,0
0.00012000746937224123,6.382028208564682e-05,0,1,0,0,0,0,0,1
5.735741022781282e-05,8.823952055533727e-05,0,0,1,0,0,1,0,0
8.241977900426323e-05,0.00012588596771177086,0,0,0,1,0,0,1,0
5.884487748308941e-05,8.958430866670713e-05,0,0,0,0,1,0,0,1
0.00011372352105258138,0.00017446159741795156,0,0,0,0,0,1,0,0
8.598938807895833e-05,6.382028208564682e-05,1,0,0,0,0,0,1,0
0.0001425527200899913,0.00021829074118469427,0,1,0,0,0,0,0,1
7.963980279870782e-05,6.382028208564682e-05,0,0,1,0,0,1,0,0
0.0001480251211724642,0.0002254638415442763,0,0,0,1,0,0,1,0
8.279788622406173e-05,8.9021720562889e-05,0,0,0,0,1,0,0,1
8.233911392384455e-05,0.00012575415561523668,0,0,0,0,0,1,0,0
7.067771693148248e-05,6.382028208564682e-05,1,0,0,0,0,0,1,0
9.281840287741926e-05,9.01362492347892e-05,0,1,0,0,0,0,0,1
0.00013870567142233899,0.0002133348339171088,0,0,1,0,0,1,0,0
